usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,44,2021-01-01,45,36
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,45,2021-01-01,46,33
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,44,2021-01-01,57,32
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,37,2021-01-01,64,30
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,36,2021-01-01,54,28
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,32,2021-01-01,59,27
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,33,2021-01-01,72,25
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,30,2021-01-01,78,24
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,26,2021-01-01,82,22
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,27,2021-01-01,89,20
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,23,2021-01-01,93,19
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,21,2021-01-01,63,17
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,78,15
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,7,2021-01-01,71,14
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,59,12
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,6,2021-01-01,54,11
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,46,8
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,25,2021-01-01,51,20
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,54,9
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,53,2021-01-01,64,40
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,53,2021-01-01,66,41
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,18,2021-01-01,68,16
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,68,0
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,48,2021-01-01,72,44
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,20,2021-01-01,68,16
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,20,2021-01-01,73,15
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,13,2021-01-01,71,14
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,21,2021-01-01,75,17
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,61,12
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,64,11
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,4,2021-01-01,55,10
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,20,2021-01-01,66,18
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,57,9
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,16,2021-01-01,60,13
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,48,7
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,54,6
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,49,5
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,45,4
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,42,3
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,34,8
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2021-01-01,33,1
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2021-01-01,46,2
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,113,2022-01-01,45,83
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,98,2022-01-01,58,85
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,105,2022-01-01,77,86
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,102,2022-01-01,91,88
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,114,2022-01-01,116,89
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,105,2022-01-01,131,90
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,126,2022-01-01,162,95
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,114,2022-01-01,183,93
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,133,2022-01-01,220,96
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,118,2022-01-01,241,97
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,138,2022-01-01,280,99
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,139,2022-01-01,316,103
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,113,2022-01-01,329,100
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,114,2022-01-01,341,102
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,128,2022-01-01,377,92
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,114,2022-01-01,409,82
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,16,2022-01-01,354,71
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,101,2022-01-01,376,79
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,320,56
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,266,54
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,74,2022-01-01,283,57
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,131,2022-01-01,310,104
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,75,2022-01-01,327,58
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,83,2022-01-01,350,60
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,88,2022-01-01,373,65
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,27,2022-01-01,333,67
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,87,2022-01-01,352,68
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,83,2022-01-01,366,69
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,59,2022-01-01,353,72
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,77,2022-01-01,356,74
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,89,2022-01-01,370,75
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,105,2022-01-01,399,76
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,103,2022-01-01,424,78
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,21,2022-01-01,364,81
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,134,2022-01-01,392,106
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,75,2022-01-01,63,58
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,144,2022-01-01,427,109
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,90,2022-01-01,88,65
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,87,2022-01-01,49,71
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,87,2022-01-01,64,72
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,89,2022-01-01,79,74
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,96,2022-01-01,100,75
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,101,2022-01-01,125,76
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,101,2022-01-01,148,78
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,103,2022-01-01,172,79
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,108,2022-01-01,115,81
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,95,2022-01-01,185,82
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,112,2022-01-01,214,83
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,105,2022-01-01,135,85
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,376,51
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,118,2022-01-01,167,86
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,116,2022-01-01,242,88
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,75,2022-01-01,253,64
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,138,2022-01-01,407,107
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,72,2022-01-01,265,60
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,75,2022-01-01,186,56
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,149,2022-01-01,446,110
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,122,2022-01-01,457,111
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,127,2022-01-01,471,113
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,156,2022-01-01,513,114
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,154,32
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,232,33
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,197,35
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,43,2022-01-01,203,37
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,27,2022-01-01,188,42
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,55,2022-01-01,200,43
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,55,2022-01-01,165,44
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,63,2022-01-01,216,47
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,58,2022-01-01,173,50
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,64,2022-01-01,229,51
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,68,2022-01-01,187,54
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,77,2022-01-01,249,57
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,464,49
Entonova Brest Bioproduction Plant,Huile d'insectes,57,2022-01-01,49,49
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,424,40
Entonova Brest Bioproduction Plant,Huile d'insectes,41,2022-01-01,58,32
Entonova Brest Bioproduction Plant,Huile d'insectes,38,2022-01-01,63,33
Entonova Brest Bioproduction Plant,Huile d'insectes,41,2022-01-01,70,34
Entonova Brest Bioproduction Plant,Huile d'insectes,48,2022-01-01,81,37
Entonova Brest Bioproduction Plant,Huile d'insectes,46,2022-01-01,89,38
Entonova Brest Bioproduction Plant,Huile d'insectes,49,2022-01-01,99,39
Entonova Brest Bioproduction Plant,Huile d'insectes,46,2022-01-01,105,40
Entonova Brest Bioproduction Plant,Huile d'insectes,57,2022-01-01,120,42
Entonova Brest Bioproduction Plant,Huile d'insectes,57,2022-01-01,134,43
Entonova Brest Bioproduction Plant,Huile d'insectes,59,2022-01-01,149,44
Entonova Brest Bioproduction Plant,Huile d'insectes,58,2022-01-01,162,45
Entonova Brest Bioproduction Plant,Huile d'insectes,56,2022-01-01,172,46
Entonova Brest Bioproduction Plant,Huile d'insectes,60,2022-01-01,184,48
Entonova Brest Bioproduction Plant,Huile d'insectes,68,2022-01-01,202,50
Entonova Brest Bioproduction Plant,Huile d'insectes,61,2022-01-01,212,51
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2022-01-01,181,31
Entonova Brest Bioproduction Plant,Huile d'insectes,65,2022-01-01,194,52
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2022-01-01,167,27
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,17,2022-01-01,69,15
Entonova Rotterdam Processing Hub,Barres protéinées,69,2022-01-01,24,60
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,114,2022-01-01,212,89
Entonova Rotterdam Processing Hub,Barres protéinées,74,2022-01-01,37,61
Entonova Rotterdam Processing Hub,Barres protéinées,82,2022-01-01,57,62
Entonova Rotterdam Processing Hub,Barres protéinées,78,2022-01-01,72,63
Entonova Rotterdam Processing Hub,Barres protéinées,75,2022-01-01,83,64
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2022-01-01,81,5
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2022-01-01,63,6
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,0,2022-01-01,56,7
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2022-01-01,73,8
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,4,2022-01-01,50,10
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,0,2022-01-01,62,11
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,13,2022-01-01,51,12
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,16,2022-01-01,65,13
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,18,2022-01-01,55,14
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,20,2022-01-01,59,16
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,378,46
Entonova Brest Bioproduction Plant,Huile d'insectes,73,2022-01-01,186,54
Entonova Brest Bioproduction Plant,Huile d'insectes,69,2022-01-01,198,57
Entonova Brest Bioproduction Plant,Huile d'insectes,97,2022-01-01,212,83
Entonova Brest Bioproduction Plant,Huile d'insectes,111,2022-01-01,238,85
Entonova Brest Bioproduction Plant,Huile d'insectes,112,2022-01-01,264,86
Entonova Brest Bioproduction Plant,Huile d'insectes,95,2022-01-01,272,87
Entonova Brest Bioproduction Plant,Huile d'insectes,101,2022-01-01,285,88
Entonova Brest Bioproduction Plant,Huile d'insectes,109,2022-01-01,305,89
Entonova Brest Bioproduction Plant,Huile d'insectes,112,2022-01-01,326,91
Entonova Brest Bioproduction Plant,Huile d'insectes,113,2022-01-01,347,92
Entonova Brest Bioproduction Plant,Huile d'insectes,117,2022-01-01,371,93
Entonova Brest Bioproduction Plant,Huile d'insectes,109,2022-01-01,386,94
Entonova Brest Bioproduction Plant,Huile d'insectes,122,2022-01-01,413,95
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,345,33
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,310,35
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,273,37
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2022-01-01,234,39
Entonova Brest Bioproduction Plant,Huile d'insectes,109,2022-01-01,440,82
Entonova Brest Bioproduction Plant,Huile d'insectes,0,2022-01-01,384,56
Entonova Brest Bioproduction Plant,Huile d'insectes,96,2022-01-01,399,81
